1.92E+00,1.90E+00,1.55E+00
1.72E+00,1.42E+00,1.63E+00
1.87E+00,1.88E+00,1.66E+00
1.55E+00,1.94E+00,1.61E+00
1.75E+00,1.88E+00,1.54E+00
1.73E+00,1.45E+00,1.63E+00
1.79E+00,1.68E+00,1.66E+00
1.58E+00,1.78E+00,1.68E+00
1.78E+00,1.72E+00,1.59E+00
1.61E+00,1.54E+00,1.56E+00
1.68E+00,1.82E+00,1.70E+00
1.59E+00,1.77E+00,1.61E+00
1.48E+00,1.82E+00,1.64E+00
1.67E+00,1.71E+00,1.62E+00
1.77E+00,1.75E+00,1.81E+00
1.62E+00,1.92E+00,1.70E+00
1.77E+00,1.91E+00,1.60E+00
1.73E+00,1.47E+00,1.81E+00
1.85E+00,1.62E+00,1.83E+00
1.74E+00,1.89E+00,1.73E+00
1.75E+00,1.87E+00,1.69E+00
1.49E+00,1.67E+00,1.55E+00
1.63E+00,1.75E+00,1.72E+00
1.74E+00,1.79E+00,1.89E+00
1.75E+00,1.88E+00,1.48E+00
1.68E+00,1.59E+00,1.64E+00
1.61E+00,1.64E+00,1.58E+00
1.64E+00,1.74E+00,1.90E+00
1.66E+00,1.75E+00,1.53E+00
1.65E+00,1.24E+00,1.54E+00
1.60E+00,1.46E+00,1.65E+00
1.28E+00,1.88E+00,1.75E+00
1.67E+00,1.68E+00,1.60E+00
1.82E+00,1.36E+00,1.43E+00
1.64E+00,1.63E+00,1.63E+00
1.78E+00,1.78E+00,1.85E+00
1.94E+00,1.80E+00,1.27E+00
1.66E+00,1.56E+00,1.56E+00
1.68E+00,1.78E+00,1.59E+00
1.78E+00,1.78E+00,1.66E+00
1.77E+00,1.77E+00,1.31E+00
1.77E+00,1.44E+00,1.44E+00
1.79E+00,1.79E+00,1.82E+00
1.49E+00,1.72E+00,1.75E+00
1.72E+00,1.74E+00,1.50E+00
1.53E+00,1.68E+00,1.62E+00
1.67E+00,1.73E+00,1.76E+00
1.55E+00,1.76E+00,1.80E+00
1.80E+00,1.76E+00,1.50E+00
1.80E+00,1.66E+00,1.53E+00
1.56E+00,1.76E+00,1.60E+00
1.53E+00,1.86E+00,1.67E+00
1.81E+00,1.81E+00,1.68E+00
1.71E+00,1.73E+00,1.58E+00
1.79E+00,1.54E+00,1.85E+00
1.54E+00,1.86E+00,1.91E+00
1.83E+00,1.81E+00,1.58E+00
1.67E+00,1.31E+00,1.50E+00
1.69E+00,1.91E+00,1.76E+00
1.60E+00,1.70E+00,1.82E+00
1.78E+00,1.81E+00,1.57E+00
1.67E+00,1.87E+00,1.52E+00
1.77E+00,1.91E+00,1.76E+00
1.90E+00,1.73E+00,1.70E+00
1.86E+00,1.79E+00,1.63E+00
1.71E+00,2.00E+00,1.53E+00
1.68E+00,1.84E+00,1.77E+00
1.88E+00,1.82E+00,1.72E+00
1.90E+00,1.79E+00,1.61E+00
1.60E+00,1.86E+00,1.46E+00
1.71E+00,2.00E+00,1.65E+00
1.76E+00,1.76E+00,1.80E+00
1.78E+00,1.88E+00,1.67E+00
1.64E+00,1.79E+00,1.38E+00
1.88E+00,1.72E+00,1.76E+00
1.84E+00,1.85E+00,1.83E+00
1.83E+00,1.77E+00,1.55E+00
1.41E+00,1.85E+00,1.37E+00
1.47E+00,1.45E+00,1.81E+00
1.76E+00,1.83E+00,1.83E+00
1.92E+00,4.22E-01,1.64E+00
1.70E+00,1.44E+00,1.79E+00
1.77E+00,1.33E+00,1.73E+00
1.62E+00,1.81E+00,1.68E+00
1.61E+00,8.60E-01,1.67E+00
1.51E+00,1.61E+00,1.79E+00
1.53E+00,1.43E+00,1.64E+00
1.79E+00,1.69E+00,1.63E+00
1.62E+00,2.24E-01,1.81E+00
1.58E+00,1.60E+00,1.59E+00
1.72E+00,1.47E+00,1.73E+00
1.77E+00,1.72E+00,1.70E+00
1.49E+00,4.54E-01,1.76E+00
1.53E+00,1.56E+00,1.49E+00
1.80E+00,1.53E+00,1.74E+00
1.80E+00,1.82E+00,1.84E+00
1.69E+00,3.34E-01,1.62E+00
1.59E+00,1.59E+00,1.46E+00
1.76E+00,1.50E+00,1.71E+00
1.58E+00,1.78E+00,1.78E+00
1.59E+00,4.22E-01,1.59E+00
1.52E+00,1.54E+00,1.62E+00
1.44E+00,1.35E+00,1.90E+00
1.76E+00,1.87E+00,1.79E+00
1.47E+00,8.60E-01,1.37E+00
1.88E+00,1.49E+00,1.58E+00
1.27E+00,1.48E+00,1.77E+00
1.63E+00,1.69E+00,1.77E+00
1.46E+00,2.24E-01,1.49E+00
1.77E+00,1.41E+00,1.58E+00
1.72E+00,1.37E+00,1.58E+00
1.67E+00,1.70E+00,1.65E+00
1.54E+00,4.54E-01,1.49E+00
1.70E+00,1.43E+00,1.46E+00
1.26E+00,1.52E+00,1.81E+00
1.74E+00,1.62E+00,1.81E+00
1.81E+00,3.34E-01,1.37E+00
1.88E+00,1.33E+00,1.39E+00
1.67E+00,1.80E+00,1.84E+00
1.89E+00,1.81E+00,1.79E+00
1.53E+00,4.22E-01,1.45E+00
1.95E+00,1.89E+00,1.72E+00
1.58E+00,1.70E+00,1.83E+00
1.45E+00,1.77E+00,1.68E+00
1.69E+00,8.60E-01,1.79E+00
1.73E+00,1.86E+00,1.73E+00
1.76E+00,1.72E+00,1.71E+00
1.36E+00,1.74E+00,1.64E+00
1.60E+00,2.24E-01,1.70E+00
1.72E+00,1.69E+00,1.68E+00
1.78E+00,1.60E+00,1.63E+00
1.48E+00,1.81E+00,1.57E+00
1.70E+00,4.54E-01,1.80E+00
1.80E+00,1.84E+00,1.81E+00
1.44E+00,1.69E+00,1.80E+00
1.53E+00,1.83E+00,1.82E+00
1.58E+00,3.34E-01,1.85E+00
1.53E+00,1.53E+00,1.77E+00
1.44E+00,1.57E+00,1.77E+00
1.64E+00,1.72E+00,1.85E+00
1.58E+00,4.86E-01,1.87E+00
1.66E+00,1.69E+00,1.76E+00
1.64E+00,1.49E+00,1.80E+00
1.44E+00,1.76E+00,1.79E+00
1.75E+00,1.85E+00,1.83E+00
1.73E+00,4.38E-01,1.85E+00
1.50E+00,1.74E+00,1.81E+00
1.83E+00,1.66E+00,1.84E+00
1.60E+00,1.83E+00,1.92E+00
1.71E+00,4.86E-01,1.63E+00
1.44E+00,1.58E+00,1.54E+00
1.60E+00,1.71E+00,1.64E+00
1.57E+00,1.83E+00,1.83E+00
1.59E+00,2.00E-01,1.60E+00
1.62E+00,1.53E+00,1.51E+00
1.47E+00,1.65E+00,1.55E+00
1.56E+00,1.77E+00,1.89E+00
1.52E+00,2.09E-01,1.61E+00
1.64E+00,1.52E+00,1.52E+00
1.75E+00,1.56E+00,1.68E+00
1.71E+00,1.82E+00,1.68E+00
1.43E+00,6.03E-01,1.55E+00
1.59E+00,1.72E+00,1.67E+00
1.67E+00,1.71E+00,1.37E+00
1.63E+00,1.85E+00,1.82E+00
1.74E+00,4.38E-01,1.63E+00
1.78E+00,1.61E+00,1.80E+00
1.40E+00,1.92E+00,1.21E+00
1.36E+00,1.45E+00,1.80E+00
1.48E+00,8.34E-01,1.67E+00
1.43E+00,1.87E+00,1.54E+00
1.31E+00,1.90E+00,1.80E+00
1.47E+00,1.40E+00,1.87E+00
1.63E+00,6.12E-01,1.75E+00
1.51E+00,1.69E+00,1.45E+00
1.34E+00,1.76E+00,1.72E+00
1.41E+00,1.32E+00,1.84E+00
1.73E+00,3.94E-01,1.70E+00
1.44E+00,1.78E+00,1.39E+00
1.32E+00,1.69E+00,1.70E+00
1.38E+00,1.42E+00,1.82E+00
1.79E+00,3.09E-01,1.68E+00
1.58E+00,1.44E+00,1.80E+00
1.41E+00,2.04E+00,1.79E+00
1.60E+00,1.61E+00,1.77E+00
1.69E+00,6.49E-01,1.84E+00
1.61E+00,1.74E+00,1.77E+00
1.38E+00,1.74E+00,1.87E+00
1.58E+00,1.84E+00,1.87E+00
1.59E+00,3.72E-01,1.84E+00
1.61E+00,1.49E+00,1.56E+00
1.40E+00,1.65E+00,1.73E+00
1.53E+00,1.79E+00,1.78E+00
1.74E+00,4.30E-01,1.45E+00
1.54E+00,1.53E+00,1.63E+00
1.45E+00,1.50E+00,1.78E+00
1.43E+00,1.72E+00,1.75E+00
1.81E+00,3.58E-01,1.72E+00
1.53E+00,1.47E+00,1.63E+00
1.29E+00,1.48E+00,1.57E+00
1.55E+00,1.89E+00,1.69E+00
1.65E+00,2.13E-01,1.70E+00
1.56E+00,1.65E+00,1.80E+00
1.68E+00,1.61E+00,1.63E+00
1.53E+00,1.86E+00,1.85E+00
1.80E+00,4.00E-01,1.57E+00
1.60E+00,1.57E+00,1.49E+00
1.30E+00,1.46E+00,1.53E+00
1.50E+00,1.71E+00,1.81E+00
1.67E+00,2.10E+00,1.53E+00
